firstname,middlename,surname,title,region,province,city
Samuel,A,Enciso,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Balangiga
Allan,C,Contado,Mayor,VIII - Eastern Visayas,Eastern Samar ,Balangkayan
Alicia,G,Abunales,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Balangkayan
Maria Fe,R,Abunda,Mayor,VIII - Eastern Visayas,Eastern Samar ,Borongan
"Fidel, Jr.",V,Anacta,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Borongan
Gil Norman,P,Germino,Mayor,VIII - Eastern Visayas,Eastern Samar ,Can-Avid
Primo,G,Grata,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Can-Avid
Emiliana,P,Villacarillo,Mayor,VIII - Eastern Visayas,Eastern Samar ,Dolores
Shonny Niño,R,Carpeso,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Dolores
Jaime,S,Ty,Mayor,VIII - Eastern Visayas,Eastern Samar ,Gen. MacArthur
Christopher  ,L,Thong,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Gen. MacArthur
Mark,S,Biong,Mayor,VIII - Eastern Visayas,Eastern Samar ,Giporlos
Fritzie,D,Odron,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Giporlos
Christopher Sheen,P,Gonzales,Mayor,VIII - Eastern Visayas,Eastern Samar ,Guiuan
Rogelio,O,Cablao,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Guiuan
Edgar,C,Boco,Mayor,VIII - Eastern Visayas,Eastern Samar ,Hernani
Wilmar,S,Candido ,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Hernani
Delia,G,Monleon,Mayor,VIII - Eastern Visayas,Eastern Samar ,Jipapad
Oscar,R,Amigo,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Jipapad
Candida,E,Gabornes,Mayor,VIII - Eastern Visayas,Eastern Samar ,Lawa-an
Banjo,G,Tolentino,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Lawa-an
"Tito, Jr.",B ,Codoy,Mayor,VIII - Eastern Visayas,Eastern Samar ,Llorente
Nathaniel,A,Hugo,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Llorente
Septemio,C,Santiago,Mayor,VIII - Eastern Visayas,Eastern Samar ,Maslog
Heraclio,C,Santiago,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Maslog
Henry,M,Afable,Mayor,VIII - Eastern Visayas,Eastern Samar ,Maydolong
Daniel,E,Baldono,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Maydolong
Enrique,A,Cabos,Mayor,VIII - Eastern Visayas,Eastern Samar ,Mercedes
"Alberto, Sr.",O,Rediang,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Mercedes
Viviane,P,Alvarez,Mayor,VIII - Eastern Visayas,Eastern Samar ,Oras
Carlo   ,A,Libanan,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Oras
Nedito,A,Campo,Mayor,VIII - Eastern Visayas,Eastern Samar ,Quinapondan
Rosula,S,Mambulao,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Quinapondan
Melchor,L,Mergal,Mayor,VIII - Eastern Visayas,Eastern Samar ,Salcedo
Francisco,S,Conag,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Salcedo
Ezekiel Fritz,N,Aseo,Mayor,VIII - Eastern Visayas,Eastern Samar ,San Julian
Dennis,P,Estaron,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,San Julian
"Conrado, III",U,Nicart,Mayor,VIII - Eastern Visayas,Eastern Samar ,San Policarpio
Rachel,N,Moscosa,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,San Policarpio
Virginia,R,Zacate,Mayor,VIII - Eastern Visayas,Eastern Samar ,Sulat
Gerardo,P,Palileo,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Sulat
Marian June,E,Libanan,Mayor,VIII - Eastern Visayas,Eastern Samar ,Taft
Ma. Concepcion,A,Hidalgo,Vice Mayor,VIII - Eastern Visayas,Eastern Samar ,Taft
Leopoldo Dominico,L,Petilla,Governor,VIII - Eastern Visayas,Leyte,
Carlo ,P,Loreto,Vice Governor,VIII - Eastern Visayas,Leyte,
"Octavio, Jr.",J,Traya,Mayor,VIII - Eastern Visayas,Leyte,Abuyog
Arnold,R,Allera,Vice Mayor,VIII - Eastern Visayas,Leyte,Abuyog
Loreto,T,Yu,Mayor,VIII - Eastern Visayas,Leyte,Alang-alang
Mario,V,Bague,Vice Mayor,VIII - Eastern Visayas,Leyte,Alang-alang
"Ramon, Jr.",P,Dela Cerna,Mayor,VIII - Eastern Visayas,Leyte,Albuera
Norman,S,Mesina,Vice Mayor,VIII - Eastern Visayas,Leyte,Albuera
Charita,M,Chan,Mayor,VIII - Eastern Visayas,Leyte,Babatngon
Marcelita,S,Engle,Vice Mayor,VIII - Eastern Visayas,Leyte,Babatngon
Alden,M,Avestruz,Mayor,VIII - Eastern Visayas,Leyte,Barugo
Dolores,C,Vovyd,Vice Mayor,VIII - Eastern Visayas,Leyte,Barugo
Nathaniel,B,Gertos,Mayor,VIII - Eastern Visayas,Leyte,Bato
Roderick,B,Rances,Vice Mayor,VIII - Eastern Visayas,Leyte,Bato
Carmen,L,Cari,Mayor,VIII - Eastern Visayas,Leyte,Baybay
Michael,L,Cari ,Vice Mayor,VIII - Eastern Visayas,Leyte,Baybay
Fe,S,Renomeron,Mayor,VIII - Eastern Visayas,Leyte,Burauen
Juanito,E,Renomeron,Vice Mayor,VIII - Eastern Visayas,Leyte,Burauen
Doroteo,N,Paconit,Mayor,VIII - Eastern Visayas,Leyte,Calubian
Gilbert,S,Ponce,Vice Mayor,VIII - Eastern Visayas,Leyte,Calubian
"Federico, Sr.",H,Carolino ,Mayor,VIII - Eastern Visayas,Leyte,Capoocan
Lourdes,Q,Vallar,Vice Mayor,VIII - Eastern Visayas,Leyte,Capoocan
Eduardo,C,Ong,Mayor,VIII - Eastern Visayas,Leyte,Carigara
Remigio,A,Lauron ,Vice Mayor,VIII - Eastern Visayas,Leyte,Carigara
Abundio,I,Delusa,Mayor,VIII - Eastern Visayas,Leyte,Dagami
"Antonio, Jr.",C,Diaz,Vice Mayor,VIII - Eastern Visayas,Leyte,Dagami
Manuel   ,S,Que,Mayor,VIII - Eastern Visayas,Leyte,Dulag
Edwin,L,Labanta,Vice Mayor,VIII - Eastern Visayas,Leyte,Dulag
Albert,R,Villahermosa,Mayor,VIII - Eastern Visayas,Leyte,Hilongos
Manuel   ,M,Gabisan,Vice Mayor,VIII - Eastern Visayas,Leyte,Hilongos
"Elpidio, Jr.",B,Cabal,Mayor,VIII - Eastern Visayas,Leyte,Hindang
Benedicto,L,Yanola,Vice Mayor,VIII - Eastern Visayas,Leyte,Hindang
Silvestre,T,Lumarda,Mayor,VIII - Eastern Visayas,Leyte,Inopacan
"Rogelio, Jr.",D,Pua,Vice Mayor,VIII - Eastern Visayas,Leyte,Inopacan
Marcos Gregorio,M,Cerillo,Mayor,VIII - Eastern Visayas,Leyte,Isabel
"Nicanor, Jr.",C,Pinar,Vice Mayor,VIII - Eastern Visayas,Leyte,Isabel
Rolando,T,Celebre,Mayor,VIII - Eastern Visayas,Leyte,Jaro
"Gualberto, Sr.",V,Elises,Vice Mayor ,VIII - Eastern Visayas,Leyte,Jaro
"Leonardo, Jr.",M,Javier,Mayor,VIII - Eastern Visayas,Leyte,Javier
Emma,M,Abueva,Vice Mayor,VIII - Eastern Visayas,Leyte,Javier
Irvin,R,Dy,Mayor,VIII - Eastern Visayas,Leyte,Julita
Geraldine,S,Daya ,Vice Mayor,VIII - Eastern Visayas,Leyte,Julita
Elmer,C,Codilla,Mayor,VIII - Eastern Visayas,Leyte,Kananga
"Macario, Jr.",V,Lumangtad,Vice Mayor,VIII - Eastern Visayas,Leyte,Kananga
Lesmes,C,Lumen,Mayor,VIII - Eastern Visayas,Leyte,La Paz
Joel,S,Cinco,Vice Mayor,VIII - Eastern Visayas,Leyte,La Paz
Ma. Victoria,S,David ,Mayor ,VIII - Eastern Visayas,Leyte,Leyte
Lileth,G,Gatchalian,Vice Mayor,VIII - Eastern Visayas,Leyte,Leyte
Rene,R,Leria,Mayor,VIII - Eastern Visayas,Leyte,MacArthur
Leonardo,B,Leria,Vice Mayor,VIII - Eastern Visayas,Leyte,MacArthur
Daisy ,A,Lleve,Mayor,VIII - Eastern Visayas,Leyte,Mahaplag
Mar ,B,Aralan,Vice Mayor,VIII - Eastern Visayas,Leyte,Mahaplag
"Agustin, Sr.",B,Pedrano,Mayor,VIII - Eastern Visayas,Leyte,Matag-ob
Michael,A,Torrevillas,Vice Mayor,VIII - Eastern Visayas,Leyte,Matag-ob
Eric ,S,Pajulio,Mayor,VIII - Eastern Visayas,Leyte,Matalom
Constancio,D,Gado ,Vice Mayor ,VIII - Eastern Visayas,Leyte,Matalom
Alexander,S,De Paz,Mayor,VIII - Eastern Visayas,Leyte,Mayorga
Jairo,C,Beltran,Vice Mayor,VIII - Eastern Visayas,Leyte,Mayorga
Jesus Antonio,R,Martinez,Mayor,VIII - Eastern Visayas,Leyte,Merida
Marcos Antonio,D,Solaña,Vice Mayor,VIII - Eastern Visayas,Leyte,Merida
Edward,C,Codilla,Mayor,VIII - Eastern Visayas,Leyte,Ormoc
"Leo Carmelo, Jr.",L,Locsin,Vice Mayor,VIII - Eastern Visayas,Leyte,Ormoc
Remedios ,L,Petilla,Mayor,VIII - Eastern Visayas,Leyte,Palo
Ronan Christian,M,Reposar,Vice Mayor,VIII - Eastern Visayas,Leyte,Palo
Ramon ,C,Oñate,Mayor,VIII - Eastern Visayas,Leyte,Palompon
Myra Georgina,L,Arevalo,Vice Mayor,VIII - Eastern Visayas,Leyte,Palompon
Ernesto ,N,Martillo,Mayor,VIII - Eastern Visayas,Leyte,Pastrana
"Alvin, Jr.",N,Opiniano,Vice Mayor,VIII - Eastern Visayas,Leyte,Pastrana
Susan,Y,Ang,Mayor,VIII - Eastern Visayas,Leyte,San Isidro
Cedric,C,Balmoria,Vice Mayor,VIII - Eastern Visayas,Leyte,San Isidro
Cheryl Enrica,I,Esperas,Mayor,VIII - Eastern Visayas,Leyte,San Miguel
Atilano,L,Oballo,Vice Mayor,VIII - Eastern Visayas,Leyte,San Miguel
Oscar,J,Monteza,Mayor,VIII - Eastern Visayas,Leyte,Santa Fe
Froilan,D,Parado,Vice Mayor,VIII - Eastern Visayas,Leyte,Santa Fe
Brendo,A,Gamez,Mayor,VIII - Eastern Visayas,Leyte,Tabango
Edgardo,E,Cinco,Vice Mayor,VIII - Eastern Visayas,Leyte,Tabango
Brendo,A,Gamez,Mayor,VIII - Eastern Visayas,Leyte,Tabontabon
Edgardo,E,Cinco,Vice Mayor,VIII - Eastern Visayas,Leyte,Tabontabon
Alfredo,S,Romualdez,Mayor,VIII - Eastern Visayas,Leyte,Tacloban
Jerry,T,Yaokasin,Vice Mayor,VIII - Eastern Visayas,Leyte,Tacloban
"Pelagio, Jr.",R,Tecson,Mayor,VIII - Eastern Visayas,Leyte,Tanauan
Roland ,E,Flores,Vice Mayor,VIII - Eastern Visayas,Leyte,Tanauan
Erwin,C,Ocaña,Mayor,VIII - Eastern Visayas,Leyte,Tolosa
Hilario  ,G,Caadan,Vice Mayor,VIII - Eastern Visayas,Leyte,Tolosa
Catalina ,F,Agda,Mayor,VIII - Eastern Visayas,Leyte,Tunga
Jose Capoporo ,A,Uribe,Vice Mayor,VIII - Eastern Visayas,Leyte,Tunga
Jorge,V,Veloso,Mayor,VIII - Eastern Visayas,Leyte,Villaba
Claudio Martin,A,Larrazabal,Vice Mayor,VIII - Eastern Visayas,Leyte,Villaba
"Jose, Jr.",L,Ong,Governor,VIII - Eastern Visayas,Northern Samar,
Garry,M,Lavin,Vice Governor,VIII - Eastern Visayas,Northern Samar,
Rod Laurean,D,Suan,Mayor,VIII - Eastern Visayas,Northern Samar,Allen
Marietta,P,Lavin,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Allen
"Antonio, Jr.",B,Delos Reyes,Mayor,VIII - Eastern Visayas,Northern Samar,Biri
Manuel   ,B,Bernaldez,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Biri
Reny,A,Celespara,Mayor,VIII - Eastern Visayas,Northern Samar,Bobon
Ligaya,T,Uy,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Bobon
Isidro,S,Bandal,Mayor,VIII - Eastern Visayas,Northern Samar,Capul
Joselito,C,Catucod,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Capul
"Francisco, Jr.",C,Rosales,Mayor,VIII - Eastern Visayas,Northern Samar,Catarman
Christian Emmanuel,W,Uy,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Catarman
Galahad,O,Vicencio,Mayor,VIII - Eastern Visayas,Northern Samar,Catubig
"Jesusimo, Jr.",A ,Manlangit,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Catubig
"Timoteo, Jr.",T,Capoquian,Mayor,VIII - Eastern Visayas,Northern Samar,Gamay
"Enrique, Sr.",E,Gomba,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Gamay
Madeleine,M,Ong,Mayor,VIII - Eastern Visayas,Northern Samar,Laoang
Fred,P,Deananeas,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Laoang
Romualdo,D,Menzon,Mayor,VIII - Eastern Visayas,Northern Samar,Lapinig
Vivian ,M,Rongcales,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Lapinig
Minda,M,Tan,Mayor,VIII - Eastern Visayas,Northern Samar,Las Navas
Arlito,A,Tan,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Las Navas
Quintin,B,Saludaga,Mayor,VIII - Eastern Visayas,Northern Samar,Lavezares
"Manuel, Sr.",M,Turla,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Lavezares
Ana,T,Palloc,Mayor,VIII - Eastern Visayas,Northern Samar,Lope de Vega
Bobby,C,Saludario,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Lope de Vega
Francis John,L,Tejano,Mayor,VIII - Eastern Visayas,Northern Samar,Mapanas
Rogelio,T,Longcop,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Mapanas
Mario   ,M,Madera ,Mayor,VIII - Eastern Visayas,Northern Samar,Mondragon
Efren,C,Morillo,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Mondragon
Manuel   ,J,Aoyang,Mayor ,VIII - Eastern Visayas,Northern Samar,Palapag
Ben ,C,Gorembalem,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Palapag
"Lino, Sr.",L,Balanquit,Mayor,VIII - Eastern Visayas,Northern Samar,Pambujan
"Tirso, Jr.",M,Tan,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Pambujan
Gerardo,P,Miranda,Mayor,VIII - Eastern Visayas,Northern Samar,Rosario
Ronald,M,Turla,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Rosario
Rudy,S,Baguioso,Mayor,VIII - Eastern Visayas,Northern Samar,San Antonio
Flordeliza,J,Esquilon,Vice Mayor,VIII - Eastern Visayas,Northern Samar,San Antonio
"Conrado, Sr.",G,Avila,Mayor ,VIII - Eastern Visayas,Northern Samar,San Isidro
Victorino,G,Ibañez,Vice Mayor,VIII - Eastern Visayas,Northern Samar,San Isidro
"Damian, Jr.",T,Luzon,Mayor ,VIII - Eastern Visayas,Northern Samar,San Jose
Jose Agripino,S,Ballesta,Vice Mayor,VIII - Eastern Visayas,Northern Samar,San Jose
Don,L,Abalon,Mayor,VIII - Eastern Visayas,Northern Samar,San Roque
Deodato,L,Bantilo,Vice Mayor,VIII - Eastern Visayas,Northern Samar,San Roque
Tito ,M,Luñeza,Mayor,VIII - Eastern Visayas,Northern Samar,San Vicente
Franco,B,Francisco,Vice Mayor ,VIII - Eastern Visayas,Northern Samar,San Vicente
Edmund,S,Gillamac,Mayor ,VIII - Eastern Visayas,Northern Samar,Silvino Lobos
Glenda,C,Abueza,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Silvino Lobos
Jose,G,Ardales,Mayor,VIII - Eastern Visayas,Northern Samar,Victoria
"Nicolas, Jr.",C,Purog,Vice Mayor,VIII - Eastern Visayas,Northern Samar,Victoria
Sharee Ann ,T,Tan,Governor,VIII - Eastern Visayas,Samar,
Stephen James,T,Tan,Vice Governor,VIII - Eastern Visayas,Samar,
Kathleen,S,Prudenciado,Mayor ,VIII - Eastern Visayas,Samar,Amagro
Hazel,M,Merino,Vice Mayor,VIII - Eastern Visayas,Samar,Amagro
Igmedio Junjie,E,Ponferrada,Mayor,VIII - Eastern Visayas,Samar,Basey
Paul Charles,Y,Adona,Vice Mayor,VIII - Eastern Visayas,Samar,Basey
Ronaldo,P,Aquino,Mayor,VIII - Eastern Visayas,Samar,Calbayog
Diego,P,Rivera,Vice Mayor,VIII - Eastern Visayas,Samar,Calbayog
Nicasio,L,Abaigar,Mayor,VIII - Eastern Visayas,Samar,Calbiga
David,D,Bascal,Vice Mayor ,VIII - Eastern Visayas,Samar,Calbiga
Stephany,U,Tan,Mayor,VIII - Eastern Visayas,Samar,Catbalogan
Art Sherwin,L,Gabon,Vice Mayor,VIII - Eastern Visayas,Samar,Catbalogan
Lucia,L,Astorga,Mayor,VIII - Eastern Visayas,Samar,Daram
Benjamin,S,Amistoso,Vice Mayor,VIII - Eastern Visayas,Samar,Daram
Eufemio,D,Oliva,Mayor,VIII - Eastern Visayas,Samar,Gandara
Jonathan ,Y,Isanan,Vice Mayor,VIII - Eastern Visayas,Samar,Gandara
Alejandro,N,Abarratigue,Mayor,VIII - Eastern Visayas,Samar,Hinabangan
Sofia,A,Pazon,Vice Mayor,VIII - Eastern Visayas,Samar,Hinabangan
Jocelyn,U,de Jesus,Mayor,VIII - Eastern Visayas,Samar,Jiabong
Editha,L,Labines,Vice Mayor,VIII - Eastern Visayas,Samar,Jiabong
"Percival, Jr.",A,Ortillo,Mayor,VIII - Eastern Visayas,Samar,Marabut
Jospeh,P,Rojas,Vice Mayor,VIII - Eastern Visayas,Samar,Marabut
Melissa,A,Dela Cruz,Mayor,VIII - Eastern Visayas,Samar,Matuguinao
Salvador,B,Floquencio,Vice Mayor,VIII - Eastern Visayas,Samar,Matuguinao
"Francisco, Sr.",M,Langi,Mayor,VIII - Eastern Visayas,Samar,Motiong
Aldwin,L,Langi,Vice Mayor,VIII - Eastern Visayas,Samar,Motiong
Edgar,C,Tan,Mayor,VIII - Eastern Visayas,Samar,Pagsanghan
Biencenida,P,Repol,Vice Mayor,VIII - Eastern Visayas,Samar,Pagsanghan
"Felix, Jr.",T,Babalcon,Mayor,VIII - Eastern Visayas,Samar,Paranas
Yolanda,T,Tan,Vice Mayor,VIII - Eastern Visayas,Samar,Paranas
"Quintin, Jr.",L,Quijano,Mayor,VIII - Eastern Visayas,Samar,Pinabacdao
Mario,L,Quijano,Vice Mayor,VIII - Eastern Visayas,Samar,Pinabacdao
Nancy,B,Grey,Mayor,VIII - Eastern Visayas,Samar,San Jorge
Joseph,V,Grey,Vice Mayor,VIII - Eastern Visayas,Samar,San Jorge
Ananias,S,Rebato,Mayor,VIII - Eastern Visayas,Samar,San Jose de Buan
Julito,R,Plana,Vice Mayor,VIII - Eastern Visayas,Samar,San Jose de Buan
"Antero, Sr.",T,Gaviola,Mayor,VIII - Eastern Visayas,Samar,San Sebastian
Imelda,S,Abalos,Vice Mayor,VIII - Eastern Visayas,Samar,San Sebastian
Joven,P,Tiu,Mayor,VIII - Eastern Visayas,Samar,Santa Rita
"Gaudencio, Jr.",T,Espino,Vice Mayor,VIII - Eastern Visayas,Samar,Santa Rita
Lilia,A,Coñejos,Mayor,VIII - Eastern Visayas,Samar,Santo-Niño
Victorio,C,Osabel,Vice Mayor,VIII - Eastern Visayas,Samar,Santo-Niño
Gemma ,P,Zosa,Mayor,VIII - Eastern Visayas,Samar,Sta. Margarita
"Ponciano, Jr.",A,Alegria,Vice Mayor,VIII - Eastern Visayas,Samar,Sta. Margarita
"Vicente, Sr.",F,Limpiado,Mayor,VIII - Eastern Visayas,Samar,Tagapul-an
"Vicente, Jr.",M,Limpiado,Vice Mayor,VIII - Eastern Visayas,Samar,Tagapul-an
Leonilo,T,Costelo,Mayor,VIII - Eastern Visayas,Samar,Talalora
Noel,B,Patrimonio,Vice Mayor,VIII - Eastern Visayas,Samar,Talalora
Danilo,V,Tan,Mayor,VIII - Eastern Visayas,Samar,Tarangan
Emmelly,D,Olaje,Vice Mayor,VIII - Eastern Visayas,Samar,Tarangan
Marilou,R,Latorre,Mayor,VIII - Eastern Visayas,Samar,Villareal
Eddie,T,Yu,Vice Mayor,VIII - Eastern Visayas,Samar,Villareal
Myrna,O,Tan,Mayor,VIII - Eastern Visayas,Samar,Zumarraga
"Emeliano, Jr.",N,Hernando,Vice Mayor,VIII - Eastern Visayas,Samar,Zumarraga
Roger,G,Mercado,Governor,VIII - Eastern Visayas,Southern Leyte,
Sheffered Lino,S,Tan,Vice Governor,VIII - Eastern Visayas,Southern Leyte,
Roberto,A,Loquinte,Mayor,VIII - Eastern Visayas,Southern Leyte,Anahawan
"Antonio, Jr.",D,De Jesus,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Anahawan
Matias Mervyn,C,Ruales,Mayor,VIII - Eastern Visayas,Southern Leyte,Bontoc
"Pedro, Jr.",V,Fustanes,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Bontoc
Hinunangan,,,Mayor ,VIII - Eastern Visayas,Southern Leyte,Hinunangan
Veronico,D,Adlaw,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Hinunangan
Evelyn,T,Lee,Mayor,VIII - Eastern Visayas,Southern Leyte,Hinundayan
Alfredo,M,Lagumbay,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Hinundayan
Oliver,C,Ranque,Mayor,VIII - Eastern Visayas,Southern Leyte,Libagon
Rey,E,Calooy,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Libagon
Shirlita,Y,Chong,Mayor,VIII - Eastern Visayas,Southern Leyte,Liloan
Wilfredo  ,S,Chua,Vice Mayor ,VIII - Eastern Visayas,Southern Leyte,Liloan
Melchor,P,Petracorta,Mayor,VIII - Eastern Visayas,Southern Leyte,Limasawa
Sim,B,Olojan,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Limasawa
Marcelo Maloney,L,Samaco,Mayor ,VIII - Eastern Visayas,Southern Leyte,Maasin
Maria Effie,A,Sabandal,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Maasin
Fe,G,Edillo,Mayor,VIII - Eastern Visayas,Southern Leyte,Macrohon
Wilfredo,L,Madrona,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Macrohon
Allan,L,Go,Mayor,VIII - Eastern Visayas,Southern Leyte,Malitbog
Nestor,M,Gonzales,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Malitbog
Ricardo,E,Borces,Mayor,VIII - Eastern Visayas,Southern Leyte,Pafre Burgos
Hermenegildo,C,Culpa,Vice Mayor ,VIII - Eastern Visayas,Southern Leyte,Pafre Burgos
"Rustico, Sr.",L,Estrella,Mayor,VIII - Eastern Visayas,Southern Leyte,Pintuyan
Roberto,C,Herrera,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Pintuyan
Napoleon,L,Cuaton,Mayor,VIII - Eastern Visayas,Southern Leyte,Saint Bernard
Jocelyn,M,Bungcaras,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Saint Bernard
"Samson, Jr.",E,Gamutan,Mayor,VIII - Eastern Visayas,Southern Leyte,San Frnacisco
"Elvero Alfonso, Jr.",M,Asperin,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,San Frnacisco
Virgilio,A,Mortera,Mayor,VIII - Eastern Visayas,Southern Leyte,San Juan
"Lolito, Jr.",A ,Casera,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,San Juan
William,G,Yu,Mayor,VIII - Eastern Visayas,Southern Leyte,San Ricardo
Jovic,S,Mjia,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,San Ricardo
Manuel,A,Labrador,Mayor,VIII - Eastern Visayas,Southern Leyte,Silago
Pacita,T,Almine,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Silago
Imelda,U,Tan,Mayor,VIII - Eastern Visayas,Southern Leyte,Sogod
Rufo,C,Olojan,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Sogod
"Agustin, Jr.",R,Escaño,Mayor,VIII - Eastern Visayas,Southern Leyte,Tomas Oppus
Nicanor  ,F,Tahup,Vice Mayor,VIII - Eastern Visayas,Southern Leyte,Tomas Oppus
Roberto,Y,Uy,Governor,IX - Zamboanga Peninsula,Zamboanga del Norte,
Senen,O,Angeles,Vice Governor,IX - Zamboanga Peninsula,Zamboanga del Norte,
"Ruperto, Jr.",S,Jamora,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Bacungan
Cypress,B,Jaug,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Bacungan
Albina,A,Esmali,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Baliguian
Gani,A,Esmali,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Baliguian
Rosalina,G,Jalosjos,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Dapitan
Ruben,E,Cad,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Dapitan
Evelyn,T,Uy,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Dipolog
Horacio,B,Velasco ,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Dipolog
Rolando,L,Te,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Godod
Ferdinand,J,Caboverde ,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Godod
"Onesimo, Jr.",L,Coma,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Gutalac
Herminio,B,Jamandron,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Gutalac
Rachel ,D,Ferrater,Mayor ,IX - Zamboanga Peninsula,Zamboanga del Norte,Jose Dalman
Edwin,A,Dalam,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Jose Dalman
"Eugenio, Sr.",B,Baliling,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Kawit
Danilo ,A,Tan,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Kawit
"Crisostomo, Jr.",T,Eguia,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Katipunan
Patchito,T,Eguia,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Katipunan
Romeo,J,Mejias,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,La Libertad
Alvin  ,G,Zamora,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,La Libertad
Eddie,T,Quimbo,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Labason
Virgilio,J,Go,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Labason
Felixberto,C,Bolando,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Liloy
Alfredo,U,Chan,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Liloy
Enriquita,U,Winters,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Manukan
Pedrito,C,Elorta,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Manukan
Arthur,C,Tenorio,Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Mutia
Cristieflor,N,Dulang,Vice Mayor,IX - Zamboanga Peninsula,Zamboanga del Norte,Mutia
