firstname,middlename,surname,title,region,province,city
Norman,L,Lacson,Vice Mayor,III - Central Luzon,Pampanga,Magalang
Danilo ,S,Guintu,Mayor,III - Central Luzon,Pampanga,Masantol
"Fortunato Alvin, Jr.",J,Ignacio,Vice Mayor,III - Central Luzon,Pampanga,Masantol
Roy,D,Manalastas,Mayor,III - Central Luzon,Pampanga,Mexico
Jonathan,R,Pangan,Vice Mayor,III - Central Luzon,Pampanga,Mexico
Edgardo,G,Flores,Mayor,III - Central Luzon,Pampanga,Minalin
Querolico,D,Daag,Vice Mayor,III - Central Luzon,Pampanga,Minalin
Condralito,B,Dela Cruz,Mayor,III - Central Luzon,Pampanga,Porac
Dexter Albert,D,David,Vice Mayor,III - Central Luzon,Pampanga,Porac
Edwin,D,Santiago,Mayor,III - Central Luzon,Pampanga,San Fernando
Jaime,T,Lazatin,Vice Mayor,III - Central Luzon,Pampanga,San Fernando
Venancio,S,Macapagal,Mayor,III - Central Luzon,Pampanga,San Luis
"Leonido, Jr.",S,Salas,Vice Mayor,III - Central Luzon,Pampanga,San Luis
Romanoel,L,Santos,Mayor,III - Central Luzon,Pampanga,San Simon
Josephine Ann,D,Canlas,Vice Mayor,III - Central Luzon,Pampanga,San Simon
Rommel,M,Concepcion,Mayor,III - Central Luzon,Pampanga,Sta. Ana
Mediatrix,C,Nolasco,Vice Mayor,III - Central Luzon,Pampanga,Sta. Ana
Yolanda,M,Pineda,Mayor,III - Central Luzon,Pampanga,Sta. Rita
Hombono,C,Guanlao,Vice Mayor,III - Central Luzon,Pampanga,Sta. Rita
Joselito,F,Naguit,Mayor,III - Central Luzon,Pampanga,Sto. Tomas
Mark Louie,T,Arceo,Vice Mayor,III - Central Luzon,Pampanga,Sto. Tomas
Nardo,M,Velasco,Mayor,III - Central Luzon,Pampanga,Sasmuan
Renato,A,Banting,Vice Mayor,III - Central Luzon,Pampanga,Sasmuan
Victor,A,Yap,Governor,III - Central Luzon,Tarlac,
"Enrique, Jr.",D,Cojuangco,Vice Governor,III - Central Luzon,Tarlac,
Edgardo,S,Felipe,Mayor,III - Central Luzon,Tarlac,Anao
Jocelyn,M,Concepcion-Punzalan,Vice Mayor,III - Central Luzon,Tarlac,Anao
Jose Antonio,T,Feliciano,Mayor,III - Central Luzon,Tarlac,Bamban
Salvador,D,Pascual,Vice Mayor,III - Central Luzon,Tarlac,Bamban
Neil,T,Agustin,Mayor,III - Central Luzon,Tarlac,Camiling
Erlon,C,Agustin,Vice Mayor,III - Central Luzon,Tarlac,Camiling
"Antonio, Jr.",C,Rodriguez,Mayor,III - Central Luzon,Tarlac,Capas
Roseller,B,Rodriguez,Vice Mayor,III - Central Luzon,Tarlac,Capas
Andres,D,Lacson,Mayor,III - Central Luzon,Tarlac,Concepcion
Danilo ,D,David ,Vice Mayor,III - Central Luzon,Tarlac,Concepcion
Dennis Norman,T,Go,Mayor,III - Central Luzon,Tarlac,Gerona
Holden,N,Sembrano,Vice Mayor,III - Central Luzon,Tarlac,Gerona
Michael,M,Manuel,Mayor,III - Central Luzon,Tarlac,La Paz
Paulino,A,Sangil,Vice Mayor,III - Central Luzon,Tarlac,La Paz
"Iluminado, Jr.",E,Pobre,Mayor,III - Central Luzon,Tarlac,Mayantoc
Venus,R,Tomas,Vice Mayor,III - Central Luzon,Tarlac,Mayantoc
Benito,E,Aquino,Mayor,III - Central Luzon,Tarlac,Moncada
Jessie,E,Aquino,Vice Mayor,III - Central Luzon,Tarlac,Moncada
Miguel,C,Rivilla,Mayor,III - Central Luzon,Tarlac,Paniqui
Genevieve Socorro,S,Linsao,Vice Mayor,III - Central Luzon,Tarlac,Paniqui
Concepcion ,A,Zarate,Mayor,III - Central Luzon,Tarlac,Pura
Ferdinand,C,Valdez,Vice Mayor,III - Central Luzon,Tarlac,Pura
Diosdado,T,Reginaldo,Mayor,III - Central Luzon,Tarlac,Ramos
Gregoria,J,Manglicmot,Vice Mayor,III - Central Luzon,Tarlac,Ramos
Roseller,M,Toledo,Mayor,III - Central Luzon,Tarlac,San Clemente
Esmail,D,Abdul,Vice Mayor,III - Central Luzon,Tarlac,San Clemente
"Jose, Jr.",A,Yap,Mayor,III - Central Luzon,Tarlac,San Jose
Romeo,G,Capitulo,Vice Mayor,III - Central Luzon,Tarlac,San Jose
Benjamin  ,D,Tesoro,Mayor,III - Central Luzon,Tarlac,San Manuel
Jeffrey,S,Diza,Vice Mayor,III - Central Luzon,Tarlac,San Manuel
Saklulu,B,Enrado,Mayor,III - Central Luzon,Tarlac,Santa Ignacia
Noel,C,Antonio,Vice Mayor,III - Central Luzon,Tarlac,Santa Ignacia
Gelacio,R,Manalang,Mayor,III - Central Luzon,Tarlac,Tarlac
Miguel,A,Tañedo ,Vice Mayor,III - Central Luzon,Tarlac,Tarlac
"Candido, III",R,Guiam,Mayor,III - Central Luzon,Tarlac,Victoria
Marvin,T,Silao,Vice Mayor,III - Central Luzon,Tarlac,Victoria
Rosa Vilma,Santos,Recto,Governor,IVA - CALABARZON,Batangas,
"Jose Antonio, II",S,Leviste,Vice Governor,IVA - CALABARZON,Batangas,
Daniel ,D,Reyes,Mayor,IVA - CALABARZON,Batangas,Agoncillo
Domingo,C,Encarnacion,Vice Mayor,IVA - CALABARZON,Batangas,Agoncillo
Anthony Francis,G,Andal,Mayor,IVA - CALABARZON,Batangas,Alitagtag
Donald,P,Marasigan,Vice Mayor,IVA - CALABARZON,Batangas,Alitagtag
Emmanuel Salvador,O,Fronda,Mayor,IVA - CALABARZON,Batangas,Balayan
Joel,T,Arada,Vice Mayor,IVA - CALABARZON,Batangas,Balayan
Leovino,O,Hidalgo,Mayor,IVA - CALABARZON,Batangas,Balete
Wilson,V,Maralit,Vice Mayor,IVA - CALABARZON,Batangas,Balete
Eduardo,B,Dimacuha,Mayor,IVA - CALABARZON,Batangas,Batangas
"Emilio Francisco, Jr.",A,Berberabe,Vice Mayor,IVA - CALABARZON,Batangas,Batangas
Ryanh,M,Dolor,Mayor,IVA - CALABARZON,Batangas,Bauan
Julian,C,Casapao,Vice Mayor,IVA - CALABARZON,Batangas,Bauan
Sofronio Manuel,C,Ona,Mayor,IVA - CALABARZON,Batangas,Calaca
Renante,L,Macalindong,Vice Mayor,IVA - CALABARZON,Batangas,Calaca
Sophia,G,Palacio,Mayor,IVA - CALABARZON,Batangas,Calatagan
Glenn,Z,Aytona,Vice Mayor,IVA - CALABARZON,Batangas,Calatagan
Celerino,A,Endaya,Mayor,IVA - CALABARZON,Batangas,Cuenca
Rolando,M,La Rosa,Vice Mayor,IVA - CALABARZON,Batangas,Cuenca
Juan,V,Toreja,Mayor,IVA - CALABARZON,Batangas,Ibaan
Sixto,I,Yabyabin,Vice Mayor,IVA - CALABARZON,Batangas,Ibaan
Randy James,E,Amo,Mayor,IVA - CALABARZON,Batangas,Laurel
Felimon,P,Austria,Vice Mayor,IVA - CALABARZON,Batangas,Laurel
Charisma,M,Alilio,Mayor,IVA - CALABARZON,Batangas,Lemery
Honorlito,B,Solis,Vice Mayor,IVA - CALABARZON,Batangas,Lemery
Isagani,I,Bolompo,Mayor,IVA - CALABARZON,Batangas,Lian
Braulio,J,Lagrisola,Vice Mayor,IVA - CALABARZON,Batangas,Lian
Meynardo,A,Sabili,Mayor,IVA - CALABARZON,Batangas,Lipa
Eric,B,Africa,Vice Mayor,IVA - CALABARZON,Batangas,Lipa
Gaudioso,R,Manalo,Mayor,IVA - CALABARZON,Batangas,Lobo Mayor
Renato,M,Perez,Vice Mayor,IVA - CALABARZON,Batangas,Lobo Mayor
Nilo,M,Villanueva,Mayor,IVA - CALABARZON,Batangas,Mabini
Elmar,A,Panopio,Vice Mayor,IVA - CALABARZON,Batangas,Mabini
Carlito ,D,Reyes,Mayor,IVA - CALABARZON,Batangas,Malvar
Cristeta,A,Reyes,Vice Mayor,IVA - CALABARZON,Batangas,Malvar
Jay,M,Ilagan,Mayor,IVA - CALABARZON,Batangas,Mataas na Kahoy
Henry,L,Laqui ,Vice Mayor,IVA - CALABARZON,Batangas,Mataas na Kahoy
Rosario,M,Apacible,Mayor,IVA - CALABARZON,Batangas,Nasugbu
Larry,D,Albanio,Vice Mayor,IVA - CALABARZON,Batangas,Nasugbu
Abraham,A,Gutierrez,Mayor,IVA - CALABARZON,Batangas,Padre V. Garcia
Noel,C,Cantos,Vice Mayor,IVA - CALABARZON,Batangas,Padre V. Garcia
Manuel ,B ,Alvarez,Mayor,IVA - CALABARZON,Batangas,Rosario
Jose,T,Valencia,Vice Mayor,IVA - CALABARZON,Batangas,Rosario
Entiquio,M,Briones,Mayor,IVA - CALABARZON,Batangas,San Jose
Valentino,R,Patron,Vice Mayor,IVA - CALABARZON,Batangas,San Jose
Rodolfo ,H,Manalo,Mayor,IVA - CALABARZON,Batangas,San Jose
Octavio Antonio,L,Marasigan,Vice Mayor,IVA - CALABARZON,Batangas,San Jose
Roberto,C,Diokno,Mayor,IVA - CALABARZON,Batangas,San Luis
Samuel Noel,B,Ocampo,Vice Mayor,IVA - CALABARZON,Batangas,San Luis
Epifanio,R,Sandoval,Mayor,IVA - CALABARZON,Batangas,San Nicolas
Alfonso,B,Biscocho,Vice Mayor,IVA - CALABARZON,Batangas,San Nicolas
Antonio,A,Dimayuga,Mayor,IVA - CALABARZON,Batangas,San Pascual
Davis Gregory,K,Fider,Vice Mayor,IVA - CALABARZON,Batangas,San Pascual
Ma. Aurea ,V,Segunial,Mayor,IVA - CALABARZON,Batangas,Sta. Teresita
Carlos,A,Bathan,Vice Mayor,IVA - CALABARZON,Batangas,Sta. Teresita
Edna,P,Sanchez,Mayor,IVA - CALABARZON,Batangas,Sto. Tomas
Ferdinand,M,Ramos,Vice Mayor,IVA - CALABARZON,Batangas,Sto. Tomas
Michael,D,Montenegro,Mayor,IVA - CALABARZON,Batangas,Taal
Fulgencio,I,Mercado,Vice Mayor,IVA - CALABARZON,Batangas,Taal
Gerry,DC,Natanuan,Mayor,IVA - CALABARZON,Batangas,Talisay
Allano,C,Lamano,Vice Mayor,IVA - CALABARZON,Batangas,Talisay
Antonio,C,Halili,Mayor,IVA - CALABARZON,Batangas,Tanauan
Jhoanna,D,Corona,Vice Mayor,IVA - CALABARZON,Batangas,Tanauan
"Victor,Jr.",P,Portugal,Mayor,IVA - CALABARZON,Batangas,Taysan
Grande,P,Guiterrez,Vice Mayor,IVA - CALABARZON,Batangas,Taysan
Lauro,F,Alvarez,Mayor,IVA - CALABARZON,Batangas,Tingloy
Danilo ,R,Datingaling ,Vice Mayor,IVA - CALABARZON,Batangas,Tingloy
Jose Jecerrel,C.,Cerrado,Mayor,IVA - CALABARZON,Batangas,Tuy
Ritcher,R,Rodriguez,Vice Mayor,IVA - CALABARZON,Batangas,Tuy
"Juanito Victor, Jr.",C,Remulla,Governor,IVA - CALABARZON,Cavite,
"Ramon Jolo, III",B,Revilla,Vice Governor,IVA - CALABARZON,Cavite,
Virgilio,P,Varias,Mayor,IVA - CALABARZON,Cavite,Alfonso
Justiniano,C,De Castro,Vice Mayor,IVA - CALABARZON,Cavite,Alfonso
Benjarde,A,Villanueva,Mayor,IVA - CALABARZON,Cavite,Amadeo
Elpidio,D,Bawalan,Vice Mayor,IVA - CALABARZON,Cavite,Amadeo
Strike ,B,Revilla,Mayor,IVA - CALABARZON,Cavite,Bacoor
Catherine,S,Evaristo,Vice Mayor,IVA - CALABARZON,Cavite,Bacoor
Dahlia ,A,Loyola,Mayor,IVA - CALABARZON,Cavite,Carmona
Elmer,M,Reyes,Vice Mayor,IVA - CALABARZON,Cavite,Carmona
Bernardo,S,Paredes,Mayor,IVA - CALABARZON,Cavite,Cavite
Percilito,P,Consigo,Vice Mayor,IVA - CALABARZON,Cavite,Cavite
Jennifer,A,Barzaga,Mayor,IVA - CALABARZON,Cavite,Dasmariñas
Valentino,S,Encabo,Vice Mayor,IVA - CALABARZON,Cavite,Dasmariñas
Danilo ,M,Bencito,Mayor,IVA - CALABARZON,Cavite,Gen. Emilio Aguinaldo
Louel,G,Golfo,Vice Mayor,IVA - CALABARZON,Cavite,Gen. Emilio Aguinaldo
"Walter, Jr.",D,Echevarria,Mayor,IVA - CALABARZON,Cavite,Gen. Mariano Alvarez
Percival,C,Cabuhat,Vice Mayor,IVA - CALABARZON,Cavite,Gen. Mariano Alvarez
Antonio,A,Ferrer,Mayor,IVA - CALABARZON,Cavite,Gen Trias
Maurito,C,Sison,Vice Mayor,IVA - CALABARZON,Cavite,Gen Trias
Emmanuel,L,Maliksi,Mayor,IVA - CALABARZON,Cavite,Imus
Armando,I,Ilano,Vice Mayor,IVA - CALABARZON,Cavite,Imus
Bienvenido ,V,Dimeo,Mayor,IVA - CALABARZON,Cavite,Indang
Perfecto,V,Fidel,Vice Mayor,IVA - CALABARZON,Cavite,Indang
Reynaldo ,B,Aguinaldo,Mayor,IVA - CALABARZON,Cavite,Kawit
Paul Plaridel,A,Abaya,Vice Mayor,IVA - CALABARZON,Cavite,Kawit
Edwin,V,Sisante,Mayor,IVA - CALABARZON,Cavite,Magallanes
Jasmin Angeli,M,Maligaya,Vice Mayor,IVA - CALABARZON,Cavite,Magallanes
Reynaldo,A,Rillo,Mayor,IVA - CALABARZON,Cavite,Maragondon
Ireneo,C,Angeles,Vice Mayor,IVA - CALABARZON,Cavite,Maragondon
Fredderick,A,Vida,Mayor,IVA - CALABARZON,Cavite,Mendez
"Francisco, Jr.",T,Mendoza,Vice Mayor,IVA - CALABARZON,Cavite,Mendez
Junio,C,Dualan,Mayor,IVA - CALABARZON,Cavite,Naic
Rodrigo,A,Castillo,Vice Mayor,IVA - CALABARZON,Cavite,Naic
Enrico,M,Alvarez,Mayor,IVA - CALABARZON,Cavite,Noveleta
Eric,S,Garcia,Vice Mayor,IVA - CALABARZON,Cavite,Noveleta
"Jose, Jr.",M,Ricafrente,Mayor,IVA - CALABARZON,Cavite,Rosario
Jose Voltaire,V,Ricafrente,Vice Mayor,IVA - CALABARZON,Cavite,Rosario
Emilia Lourdes,F,Poblete,Mayor,IVA - CALABARZON,Cavite,Silang
Rosalie,B,Loyola,Vice Mayor,IVA - CALABARZON,Cavite,Silang
Agnes,D,Tolentino,Mayor,IVA - CALABARZON,Cavite,Tagaytay
Celso,P,De Castro,Vice Mayor,IVA - CALABARZON,Cavite,Tagaytay
Marcus Ashley,C,A,Mayor,IVA - CALABARZON,Cavite,Tanza
Yuri,A,Pacumio,Vice Mayor,IVA - CALABARZON,Cavite,Tanza
Herminio,C,Lindo,Mayor,IVA - CALABARZON,Cavite,Ternate
"Gomez, Jr.",B,Linayao,Vice Mayor,IVA - CALABARZON,Cavite,Ternate
Melandres,G,De Sagun ,Mayor,IVA - CALABARZON,Cavite,Trese Martires
Alexander,C,Lubigan,Vice Mayor,IVA - CALABARZON,Cavite,Trese Martires
Ramil,L ,Hernandez,Governor,IVA - CALABARZON,Laguna,
Katherine,C,Agapay,Vice Governor,IVA - CALABARZON,Laguna,
Eladio,M,Magampon,Mayor,IVA - CALABARZON,Laguna,Alaminos
Ruben,D,Alvarez,Vice Mayor,IVA - CALABARZON,Laguna,Alaminos
Bruno,T,Ramos,Mayor,IVA - CALABARZON,Laguna,Bay
Soriano,G,Escueta,Vice Mayor,IVA - CALABARZON,Laguna,Bay
Marlyn,B,Alonte-Naguiat,Mayor,IVA - CALABARZON,Laguna,Biñan
"Walfredo, Jr.",R,Dimaguila,Vice Mayor,IVA - CALABARZON,Laguna,Biñan
"Isidro, Jr.",L,Hemedes,Mayor,IVA - CALABARZON,Laguna,Cabuyao
Rommel,A,Gecolea,Vice Mayor,IVA - CALABARZON,Laguna,Cabuyao
Justin Marc,SB,Chipeco,Mayor,IVA - CALABARZON,Laguna,Calamba
Roseller,H,Rizal,Vice Mayor,IVA - CALABARZON,Laguna,Calamba
Buenafrido,T,Berris,Mayor,IVA - CALABARZON,Laguna,Calauan
Allan Jun,V,Sanchez,Vice Mayor,IVA - CALABARZON,Laguna,Calauan
Melbert,L,Oliveros,Mayor,IVA - CALABARZON,Laguna,Cavinti
Danilo ,G,Arroyo,Vice Mayor,IVA - CALABARZON,Laguna,Cavinti
Renonia,B,Nuramatsu,Mayor,IVA - CALABARZON,Laguna,Famy
Edwin,B,Pangilinan,Vice Mayor,IVA - CALABARZON,Laguna,Famy
"Teodoro, Jr.",A,Adao,Mayor,IVA - CALABARZON,Laguna,Kalayaan
Russel,A,Laganas,Vice Mayor,IVA - CALABARZON,Laguna,Kalayaan
Ericson,J,Sulibit,Mayor,IVA - CALABARZON,Laguna,Liliw
Pablo,A,Orioste,Vice Mayor,IVA - CALABARZON,Laguna,Liliw
Caesar,P,Perez,Mayor,IVA - CALABARZON,Laguna,Los Baños
Procopio,A,Alipon,Vice Mayor,IVA - CALABARZON,Laguna,Los Baños
Nestor,A,Rondilla,Mayor,IVA - CALABARZON,Laguna,Luisiana
Reynaldo,V,Pedron,Vice Mayor,IVA - CALABARZON,Laguna,Luisiana
Reynato ,D,Añonuevo,Mayor,IVA - CALABARZON,Laguna,Lumban
Rolando,G,Ubatay,Vice Mayor,IVA - CALABARZON,Laguna,Lumban
Ronald,I,Sana,Mayor,IVA - CALABARZON,Laguna,Mabitac
Alberto,S,Reyes ,Vice Mayor,IVA - CALABARZON,Laguna,Mabitac
David,O,Aventurado,Mayor,IVA - CALABARZON,Laguna,Magdalena
Constancio,A,Burbos,Vice Mayor,IVA - CALABARZON,Laguna,Magdalena
Victorino,C,Rodillas,Mayor,IVA - CALABARZON,Laguna,Majayjay
Lauro,C,Mentilla,Vice Mayor,IVA - CALABARZON,Laguna,Majayjay
Nelson,M,Osuna,Mayor,IVA - CALABARZON,Laguna,Nagcarlan
Lourdes,J,Arcasetas,Vice Mayor,IVA - CALABARZON,Laguna,Nagcarlan
Rojilyn,Q,Bagabaldo,Mayor,IVA - CALABARZON,Laguna,Paete
Aurelio,P,Paraiso,Vice Mayor,IVA - CALABARZON,Laguna,Paete
Girlie,J,Ejercito,Mayor,IVA - CALABARZON,Laguna,Pagsanjan
Terryl ,O,Gamit-Talabong,Vice Mayor,IVA - CALABARZON,Laguna,Pagsanjan
Vipops Charles,R,Martinez,Mayor,IVA - CALABARZON,Laguna,Pakil
Amelita,I,Del Moro,Vice Mayor,IVA - CALABARZON,Laguna,Pakil
Jovito,G,Reyes,Mayor,IVA - CALABARZON,Laguna,Pangil
"Alberto, Jr.",V,Astoveza,Vice Mayor,IVA - CALABARZON,Laguna,Pangil
Wilfredo,M,Quiat,Mayor,IVA - CALABARZON,Laguna,Pila
"Querubin, Jr.",R,Relova,Vice Mayor,IVA - CALABARZON,Laguna,Pila
Antonio,A,Aurelio,Mayor,IVA - CALABARZON,Laguna,Rizal
Ferdinand,O,Sumague,Vice Mayor,IVA - CALABARZON,Laguna,Rizal
Loreto,S,Amante,Mayor,IVA - CALABARZON,Laguna,San Pablo
Angelita,E,Yang,Vice Mayor,IVA - CALABARZON,Laguna,San Pablo
Lourdes,S,Cataquiz,Mayor,IVA - CALABARZON,Laguna,San Pedro
Rafael,P,Campos,Vice Mayor,IVA - CALABARZON,Laguna,San Pedro
Arlene,B,Arcillas,Mayor,IVA - CALABARZON,Laguna,Santa Rosa
Arnel,D,Gomez,Vice Mayor,IVA - CALABARZON,Laguna,Santa Rosa
Domingo,G,Panganiban,Mayor,IVA - CALABARZON,Laguna,Sta. Cruz
Louie,C,De Leon,Vice Mayor,IVA - CALABARZON,Laguna,Sta. Cruz
Ma. Rocelle,V,Carolino,Mayor,IVA - CALABARZON,Laguna,Sta. Maria
Virginia,P,Tuazon,Vice Mayor,IVA - CALABARZON,Laguna,Sta. Maria
Eduardo,R,Tibay,Mayor,IVA - CALABARZON,Laguna,Siniloan
Roberto,J,Acoba,Vice Mayor,IVA - CALABARZON,Laguna,Siniloan
Raul,R,Gonzales,Mayor,IVA - CALABARZON,Laguna,Victoria
Florencio,M,Laraño,Vice Mayor,IVA - CALABARZON,Laguna,Victoria
Rebecca,A,Ynares,Governor,IVA - CALABARZON,Rizal,
"Frisco, Jr.",S,San Juan,Vice Governor,IVA - CALABARZON,Rizal,
Gerardo,V,Calderon,Mayor,IVA - CALABARZON,Rizal,Antipolo Angono
Antonio,M,Rubin,Vice Mayor,IVA - CALABARZON,Rizal,Antipolo Angono
"Casimiro, III",A,Ynares,Mayor,IVA - CALABARZON,Rizal,Antipolo
Ronaldo,L,Leyva,Vice Mayor,IVA - CALABARZON,Rizal,Antipolo
Kathrine,B,Robles,Mayor,IVA - CALABARZON,Rizal,Baras
Wilfredo,C,Robles,Vice Mayor,IVA - CALABARZON,Rizal,Baras
Cecilio,M,Ynares,Mayor,IVA - CALABARZON,Rizal,Binangonan
Reynaldo ,C,Dela Cuesta,Vice Mayor,IVA - CALABARZON,Rizal,Binangonan
Johnielle Keith,P,Nieto,Mayor,IVA - CALABARZON,Rizal,Cainta
Sofia,S,Velasco,Vice Mayor,IVA - CALABARZON,Rizal,Cainta
"Bernardo, Jr.",P,San Juan,Mayor,IVA - CALABARZON,Rizal,Cardona
Teodulo,C,Campo ,Vice Mayor,IVA - CALABARZON,Rizal,Cardona
Narciso,S,Villaran ,Mayor,IVA - CALABARZON,Rizal,Jala-Jala
Elmer,C,Pillas,Vice Mayor,IVA - CALABARZON,Rizal,Jala-Jala
Armando,D,San Juan,Mayor,IVA - CALABARZON,Rizal,Morong
Joseph,T,Buenaventura,Vice Mayor,IVA - CALABARZON,Rizal,Morong
"Leandro, Sr.",V,Masikip,Mayor,IVA - CALABARZON,Rizal,Pililla
Richard,G,Sia,Vice Mayor,IVA - CALABARZON,Rizal,Pililla
Cecilio,C,Hernandez,Mayor,IVA - CALABARZON,Rizal,Rodriguez (Montalban)
Jonas,J,Cruz,Vice Mayor,IVA - CALABARZON,Rizal,Rodriguez (Montalban)
Jose Rafael,E,Diaz,Mayor,IVA - CALABARZON,Rizal,San Mateo
Cristina,C,Diaz,Vice Mayor,IVA - CALABARZON,Rizal,San Mateo
Rafael,A,Tanjuatco,Mayor,IVA - CALABARZON,Rizal,Tanay
Jaime,B,Vista,Vice Mayor,IVA - CALABARZON,Rizal,Tanay
Janet,D,De Leon-Mercado,Mayor,IVA - CALABARZON,Rizal,Taytay
Carlito ,G,Gonzaga,Vice Mayor,IVA - CALABARZON,Rizal,Taytay
Raul,S,Palino,Mayor,IVA - CALABARZON,Rizal,Teresa
Jose Jeriel,S,Villegas,Vice Mayor,IVA - CALABARZON,Rizal,Teresa
David ,C,Suarez,Governor,IVA - CALABARZON,Quezon,
Samuel   ,B,Nantes,Vice Governor,IVA - CALABARZON,Quezon,
Vicenta,C,Aguilar,Mayor,IVA - CALABARZON,Quezon,Agdangan
Arnold,M,Par,Vice Mayor,IVA - CALABARZON,Quezon,Agdangan
Fernando,A,Mesa,Mayor,IVA - CALABARZON,Quezon,Alabat
Jaime,V,Glor,Vice Mayor,IVA - CALABARZON,Quezon,Alabat
Jose,F,Mendoza,Mayor,IVA - CALABARZON,Quezon,Atimonan
Joel,M,Vergaño,Vice Mayor,IVA - CALABARZON,Quezon,Atimonan
Ma. Remedios ,U,Rivera,Mayor,IVA - CALABARZON,Quezon,Buenavista
Myrna ,U,Villameter,Vice Mayor,IVA - CALABARZON,Quezon,Buenavista
Gil,P,Establecida,Mayor,IVA - CALABARZON,Quezon,Burdeos
Melissa,P,Encomienda,Vice Mayor,IVA - CALABARZON,Quezon,Burdeos
Luisito,S,Visorde,Mayor,IVA - CALABARZON,Quezon,Calauag
"Arcadio, Jr.",V,Mendoza,Vice Mayor,IVA - CALABARZON,Quezon,Calauag
Ferdinand ,R,Maliwanagc,Mayor,IVA - CALABARZON,Quezon,Candelaria
Anatalia,D,Atienza,Vice Mayor,IVA - CALABARZON,Quezon,Candelaria
Ramon   ,A,Orfanel,Mayor,IVA - CALABARZON,Quezon,Catanauan
Manuel ,B,Montano,Vice Mayor,IVA - CALABARZON,Quezon,Catanauan
"Renato, Sr.",A,Alilio,Mayor,IVA - CALABARZON,Quezon,Dolores
"Mario, Jr.",M,Milan,Vice Mayor,IVA - CALABARZON,Quezon,Dolores
Jose Stevenson,M,Sangalang,Mayor,IVA - CALABARZON,Quezon,Gen. Luna
Jovito,P,Red,Vice Mayor,IVA - CALABARZON,Quezon,Gen. Luna
Leovigildo,R,Ruzol,Mayor,IVA - CALABARZON,Quezon,Gen. Nakar
Rodel,A,Avellanda,Vice Mayor,IVA - CALABARZON,Quezon,Gen. Nakar
"Cesar, III",J,Isaac,Mayor,IVA - CALABARZON,Quezon,Guinayangan
Eduardo ,E,Cambronero,Vice Mayor,IVA - CALABARZON,Quezon,Guinayangan
Erwin,P,Caralian,Mayor,IVA - CALABARZON,Quezon,Gumaca
Raquel,M,Mendoza,Vice Mayor,IVA - CALABARZON,Quezon,Gumaca
Rodante,G,Potes,Mayor,IVA - CALABARZON,Quezon,Infanta
Filipina Grace,R,America,Vice Mayor,IVA - CALABARZON,Quezon,Infanta
Rodelo,T,Tena,Mayor,IVA - CALABARZON,Quezon,Jomalig
Ruddy,B ,Tapar,Vice Mayor,IVA - CALABARZON,Quezon,Jomalig
"Isaias, II",B,Obana,Mayor,IVA - CALABARZON,Quezon,Lopez
Celso,A,Arit,Vice Mayor,IVA - CALABARZON,Quezon,Lopez
Celso Olivier,T,Dator,Mayor,IVA - CALABARZON,Quezon,Lucban
Ayelah,B,Deveza,Vice Mayor,IVA - CALABARZON,Quezon,Lucban
Roderick ,A,Alcala,Mayor,IVA - CALABARZON,Quezon,Lucena
Philip,M,Castillo,Vice Mayor,IVA - CALABARZON,Quezon,Lucena
Nelson,R,Traje,Mayor,IVA - CALABARZON,Quezon,Macalelon
Artemio,A,Mamburao,Vice Mayor,IVA - CALABARZON,Quezon,Macalelon
Fernando,Q,Llamas,Mayor,IVA - CALABARZON,Quezon,Mauban
Leonchito,A,Gapasangra,Vice Mayor,IVA - CALABARZON,Quezon,Mauban
Joselito,A,Ojeda,Mayor,IVA - CALABARZON,Quezon,Malunay
Fernandito,T,Baronia,Vice Mayor,IVA - CALABARZON,Quezon,Malunay
Roger,A,Panganiban,Mayor,IVA - CALABARZON,Quezon,Padre Burgos
Pablito,S,Flores,Vice Mayor,IVA - CALABARZON,Quezon,Padre Burgos
Shierre Ann,P,Palicpic,Mayor,IVA - CALABARZON,Quezon,Pagbilao
Manuel ,D,Luna,Vice Mayor,IVA - CALABARZON,Quezon,Pagbilao
Rogel,E,Postor,Mayor,IVA - CALABARZON,Quezon,Panukulan
Alfred Rigor,S,Mitra,Vice Mayor,IVA - CALABARZON,Quezon,Panukulan
Danteo,M,Eusebio,Mayor,IVA - CALABARZON,Quezon,Patnanungan
Alvaro,B,Demin,Vice Mayor,IVA - CALABARZON,Quezon,Patnanungan
Pepito,C,Reyes,Mayor,IVA - CALABARZON,Quezon,Perez
Rodrigo,A,Capparos,Vice Mayor,IVA - CALABARZON,Quezon,Perez
Paulino,S,Sayat,Mayor,IVA - CALABARZON,Quezon,Pitogo
Dexter   ,L,Sayat,Vice Mayor,IVA - CALABARZON,Quezon,Pitogo
Bernardo,V,Tumagay,Mayor,IVA - CALABARZON,Quezon,Plaridel
Robert,I,Magbuhos,Vice Mayor,IVA - CALABARZON,Quezon,Plaridel
Cristina,E,Bosque,Mayor,IVA - CALABARZON,Quezon,Polilio
Ramil,P,Fajardo,Vice Mayor,IVA - CALABARZON,Quezon,Polilio
Crispin,S,Clacio,Mayor,IVA - CALABARZON,Quezon,Quezon
Alberto,C,Caparros,Vice Mayor,IVA - CALABARZON,Quezon,Quezon
Joel Amando,A,Diestro,Mayor,IVA - CALABARZON,Quezon,Real
Editha,C,Escama,Vice Mayor,IVA - CALABARZON,Quezon,Real
Emmanuel Jesus,S,Torres,Mayor,IVA - CALABARZON,Quezon,Sampaloc
